seq.name	LHCtype
TARA_MED_95_MAG_00458_000000003573.2.3	LHCr
TARA_MED_95_MAG_00447_000000001031.14.1	LHCr
TARA_ARC_108_MAG_00233_000000001237.3.1	LHCr
TARA_MED_95_MAG_00308_000000000764.18.1	LHCr
TARA_PSW_86_MAG_00075_000000000353.85.1	LHCr
TARA_ARC_108_MAG_00100_000000000226.113.2	LHCr
TARA_AOS_82_MAG_00181_000000001832.2.2	LHCr
TARA_ION_45_MAG_00153_000000002364.6.1	LHCr
TARA_ION_45_MAG_00200_000000000351.38.5	LHCr
TARA_PSW_86_MAG_00075_000000000172.137.1	LHCr
TARA_PSW_86_MAG_00105_000000000065.162.1	LHCr
TARA_ANE_2018_MAG_00101_000000000132.26.1	LHCr
TARA_AOS_82_MAG_00181_000000002682.7.1	LHCr
TARA_ARC_108_MAG_00100_000000000944.92.1	LHCr
TARA_ARC_108_MAG_00063_000000000096.21.1	LHCr
TARA_ION_45_MAG_00143_000000000337.1.2	LHCr
TARA_MED_95_MAG_00447_000000000686.12.2	LHCr
TARA_AON_82_MAG_00297_000000000366.1.1	LHCr
TARA_MED_95_MAG_00308_000000001999.3.2	LHCr
TARA_PSW_86_MAG_00106_000000001014.30.1	LHCr
TARA_PSW_86_MAG_00260_000000001963.34.2	LHCr
TARA_PSE_93_MAG_00201_000000002689.52.1	LHCr
TARA_ARC_108_MAG_00100_000000000333.24.1	LHCr
TARA_ARC_108_MAG_00063_000000000034.260.1	LHCr
TARA_RED_19_MAG_00007_000000000038.235.1	LHCr
TARA_PON_109_MAG_00166_000000001343.98.1	LHCr
TARA_AOS_82_MAG_00186_000000000743.8.1	LHCr
TARA_ION_45_MAG_00030_000000000160.152.1	LHCr
TARA_MED_95_MAG_00421_000000000124.1.1	LHCr
TARA_PSE_93_MAG_00017_000000000318.83.1	LHCr
TARA_AON_82_MAG_00271_000000000957.1.3	LHCr
TARA_MED_95_MAG_00198_000000000804.1.3	LHCr
TARA_ARC_108_MAG_00264_000000001641.7.3	LHCr
TARA_PSE_93_MAG_00090_000000000623.154.2	LHCr
TARA_ARC_108_MAG_00272_000000003774.2.1	LHCr
TARA_PSW_86_MAG_00257_000000000441.6.1	LHCr
TARA_PSE_93_MAG_00017_000000000415.67.1	LHCr
TARA_PSE_93_MAG_00090_000000000476.39.1	LHCr
TARA_AON_82_MAG_00271_000000000299.21.1	LHCr
TARA_ION_45_MAG_00153_000000002022.5.1	LHCr
TARA_PSW_86_MAG_00105_000000000093.108.1	LHCr
TARA_AON_82_MAG_00198_000000000199.17.1	LHCr
TARA_PSW_86_MAG_00160_000000000294.81.1	LHCr
TARA_PSW_86_MAG_00260_000000001963.3.1	LHCr
TARA_AOS_82_MAG_00032_000000000437.157.1	LHCr
TARA_PSE_93_MAG_00201_000000000326.2.1	LHCr
TARA_PSE_93_MAG_00182_000000000251.1.1	LHCr
TARA_ION_45_MAG_00010_000000000230.245.1	LHCr
TARA_AON_82_MAG_00012_000000000388.154.1	LHCr
TARA_AON_82_MAG_00198_000000000199.26.1	LHCr
TARA_PON_109_MAG_00166_000000000122.1.3	LHCr
TARA_RED_19_MAG_00007_000000000135.179.1	LHCr
TARA_ION_45_MAG_00010_000000000268.142.2	LHCr
TARA_PSE_93_MAG_00214_000000000797.3.1	LHCr
TARA_AON_82_MAG_00299_000000002696.2.1	LHCr
TARA_PSE_93_MAG_00220_000000001864.3.1	LHCr
TARA_PSW_86_MAG_00270_000000002081.8.1	LHCr
TARA_MED_95_MAG_00216_000000000674.14.2	LHCr
TARA_ASE_2018_MAG_00032_000000001288.2.1	LHCr
TARA_PSW_86_MAG_00295_000000003255.7.1	LHCr
TARA_AON_82_MAG_00297_000000002275.5.1	LHCr
TARA_ARC_108_MAG_00233_000000000586.20.1	LHCr
TARA_MED_95_MAG_00308_000000000495.78.1	LHCr
TARA_IOS_50_MAG_00065_000000000941.18.1	LHCr
TARA_PSW_86_MAG_00289_000000000214.47.1	LHCr
TARA_ARC_108_MAG_00063_000000000144.43.1	LHCr
TARA_MED_95_MAG_00390_000000002825.2.1	LHCr
TARA_ANE_2018_MAG_00101_000000000540.2.1	LHCr
TARA_PSW_86_MAG_00075_000000000091.3.1	LHCr
TARA_AON_82_MAG_00012_000000000274.134.1	LHCr
TARA_PSW_86_MAG_00270_000000002081.2.3	LHCr
TARA_MED_95_MAG_00216_000000000674.5.1	LHCr
TARA_ION_45_MAG_00163_000000001708.11.1	LHCr
TARA_ION_45_MAG_00200_000000000016.194.3	LHCr
TARA_PSW_86_MAG_00106_000000000026.615.1	LHCr
TARA_MED_95_MAG_00407_000000002889.1.1	LHCr
TARA_RED_2018_MAG_00112_000000001824.4.1	LHCr
TARA_MED_95_MAG_00362_000000002889.11.1	LHCr
TARA_ARC_108_MAG_00215_000000000114.23.2	LHCr
Metagenome_centric_SAG_TOSAG41-5_Gene5366	LHCr
TARA_ARC_108_MAG_00262_000000000398.3.3	LHCr
TARA_MED_95_MAG_00515_000000000538.5.1	LHCr
TARA_MED_95_MAG_00470_000000003152.4.1	LHCr
TARA_MED_95_MAG_00389_000000005783.1.2	LHCr
TARA_MED_95_MAG_00422_000000005685.6.1	LHCr
TARA_PSE_93_MAG_00121_000000001938.31.1	LHCr
TARA_MED_95_MAG_00462_000000000166.30.1	LHCr
TARA_ARC_108_MAG_00100_000000000309.483.1	LHCr
TARA_ION_45_MAG_00143_000000000090.21.1	LHCr
TARA_ARC_108_MAG_00303_000000012486.1.7	LHCr
TARA_AON_82_MAG_00278_000000004159.1.1	LHCr
TARA_AON_82_MAG_00097_000000000238.17.1	LHCr
TARA_PSW_86_MAG_00106_000000000691.39.1	LHCr
TARA_PSW_86_MAG_00105_000000000055.165.1	LHCr
TARA_PSW_86_MAG_00253_000000002477.4.1	LHCr
TARA_MED_95_MAG_00419_000000003041.6.1	LHCr
TARA_AON_82_MAG_00189_000000001067.7.1	LHCr
TARA_AON_82_MAG_00189_000000000925.22.1	LHCr
TARA_MED_95_MAG_00430_000000007149.14.14	LHCr
TARA_PSE_93_MAG_00235_000000001786.3.2	LHCr
TARA_AOS_82_MAG_00176_000000004541.1.1	LHCr
TARA_SOC_28_MAG_00031_000000007176.3.3	LHCr
TARA_AON_82_MAG_00300_000000000561.1.1	LHCr
TARA_ARC_108_MAG_00313_000000033134.21.1	LHCr
TARA_ARC_108_MAG_00261_000000002833.6.5	LHCr
TARA_MED_95_MAG_00216_000000001312.1.1	LHCr
TARA_ION_45_MAG_00163_000000002716.5.3	LHCr
TARA_PSW_86_MAG_00270_000000002687.1.1	LHCr
TARA_AOS_82_MAG_00142_000000002024.11.1	LHCr
TARA_MED_95_MAG_00439_000000003653.11.1	LHCr
TARA_PSE_93_MAG_00224_000000000642.1.1	LHCr
TARA_PSW_86_MAG_00287_000000001797.1.1	LHCr
TARA_ARC_108_MAG_00100_000000000047.398.1	LHCr
TARA_AON_82_MAG_00189_000000001010.20.1	LHCr
TARA_PSW_86_MAG_00318_000000002497.4.1	LHCr
TARA_ARC_108_MAG_00289_000000000554.1.1	LHCr
TARA_ARC_108_MAG_00268_000000003887.1.1	LHCr
TARA_PSE_93_MAG_00226_000000005404.1.1	LHCr
TARA_PSE_93_MAG_00228_000000000650.20.1	LHCr
TARA_ARC_108_MAG_00100_000000000763.28.1	LHCr
TARA_PSW_86_MAG_00106_000000000777.93.1	LHCr
TARA_AON_82_MAG_00097_000000000400.233.1	LHCr
TARA_PSW_86_MAG_00105_000000000082.317.1	LHCr
TARA_ION_45_MAG_00153_000000000687.6.1	LHCr
TARA_ARC_108_MAG_00303_000000014002.1.3	LHCr
TARA_PSW_86_MAG_00106_000000000229.16.1	LHCr
TARA_PSW_86_MAG_00105_000000000180.4.1	LHCr
TARA_PSE_93_MAG_00236_000000002024.16.1	LHCr
TARA_AON_82_MAG_00118_000000000194.13.1	LHCr
TARA_MED_95_MAG_00216_000000001460.20.1	LHCr
TARA_ION_45_MAG_00163_000000002651.1.1	LHCr
TARA_PSW_86_MAG_00260_000000000508.4.1	LHCr
TARA_PSW_86_MAG_00253_000000001845.5.1	LHCr
TARA_ARC_108_MAG_00326_000000003371.2.1	LHCr
TARA_ASE_2018_MAG_00032_000000000978.1.1	LHCr
TARA_ARC_108_MAG_00233_000000002046.13.1	LHCr
TARA_MED_95_MAG_00308_000000001311.1.1	LHCr
TARA_MED_95_MAG_00393_000000000891.8.1	LHCr
TARA_PSW_86_MAG_00303_000000000024.7.1	LHCr
TARA_MED_95_MAG_00308_000000001488.40.1	LHCr
TARA_ARC_108_MAG_00233_000000000312.10.1	LHCr
TARA_IOS_50_MAG_00065_000000000232.3.1	LHCr
TARA_MED_95_MAG_00447_000000000071.3.1	LHCr
TARA_AON_82_MAG_00337_000000003422.36.1	LHCr
TARA_PSW_86_MAG_00316_000000013488.55.1	LHCr
TARA_PON_109_MAG_00261_000000005329.1.1	LHCr
TARA_PSE_93_MAG_00267_000000003845.3.1	LHCr
TARA_AOS_82_MAG_00154_000000000606.9.4	LHCr
TARA_PON_109_MAG_00250_000000005058.1.2	LHCr
TARA_AON_82_MAG_00189_000000001925.3.1	LHCr
TARA_AON_82_MAG_00012_000000000290.119.1	LHCr
TARA_AON_82_MAG_00302_000000002350.2.7	LHCr
TARA_ARC_108_MAG_00303_000000016245.3.5	LHCr
TARA_PSW_86_MAG_00295_000000001909.1.1	LHCr
TARA_PON_109_MAG_00166_000000001392.12.1	LHCr
TARA_RED_19_MAG_00007_000000000065.248.1	LHCr
TARA_ION_45_MAG_00010_000000000452.29.1	LHCr
TARA_AOS_82_MAG_00183_000000003067.11.1	LHCr
TARA_ASW_2018_MAG_00036_000000002381.3.3	LHCr
TARA_ARC_108_MAG_00262_000000000542.2.2	LHCr
TARA_AON_82_MAG_00198_000000000575.15.1	LHCr
TARA_ARC_108_MAG_00289_000000011873.8.1	LHCr
TARA_AON_82_MAG_00012_000000000518.1.1	LHCr
TARA_AON_82_MAG_00299_000000002272.1.2	LHCr
TARA_MED_95_MAG_00419_000000001990.3.1	LHCr
TARA_ION_45_MAG_00010_000000000147.35.1	LHCr
TARA_RED_19_MAG_00007_000000000109.55.1	LHCr
TARA_PSW_86_MAG_00295_000000002619.4.1	LHCr
TARA_PON_109_MAG_00222_000000003281.40.1	LHCr
TARA_PSE_93_MAG_00220_000000001352.52.1	LHCr
TARA_ARC_108_MAG_00324_000000009148.4.1	LHCr
TARA_PSW_86_MAG_00295_000000002464.2.1	LHCr
TARA_ARC_108_MAG_00324_000000003325.1.4	LHCr
TARA_AON_82_MAG_00340_000000002808.1.1	LHCr
TARA_ION_45_MAG_00143_000000002008.12.1	LHCr
TARA_ARC_108_MAG_00063_000000000348.31.1	LHCr
TARA_ARC_108_MAG_00314_000000003571.6.1	LHCr
TARA_IOS_50_MAG_00056_000000000215.4.1	LHCr
TARA_AON_82_MAG_00159_000000000348.4.1	LHCr
Metagenome_centric_SAG_TOSAG46-2_Gene14167	LHCr
TARA_MED_95_MAG_00216_000000000980.13.2	LHCr
TARA_ION_45_MAG_00163_000000002477.1.1	LHCr
TARA_ARC_108_MAG_00323_000000017766.3.1	LHCr
TARA_PSE_93_MAG_00235_000000007018.4.3	LHCr
TARA_AOS_82_MAG_00161_000000000712.1.4	LHCr
TARA_ION_45_MAG_00153_000000000998.3.1	LHCr
TARA_AON_82_MAG_00198_000000000340.26.1	LHCr
TARA_AON_82_MAG_00315_000000004678.6.2	LHCr
TARA_AON_82_MAG_00271_000000000241.2.1	LHCr
TARA_MED_95_MAG_00421_000000000110.23.1	LHCr
TARA_PSE_93_MAG_00017_000000000964.176.1	LHCr
TARA_ION_45_MAG_00030_000000000537.184.1	LHCr
TARA_AOS_82_MAG_00186_000000001342.33.1	LHCr
TARA_PSE_93_MAG_00090_000000000565.68.1	LHCr
TARA_MED_95_MAG_00198_000000001684.43.1	LHCr
TARA_RED_19_MAG_00007_000000000299.1.1	LHCr
TARA_ARC_108_MAG_00222_000000002350.3.1	LHCr
TARA_MED_95_MAG_00424_000000003302.2.1	LHCr
TARA_AON_82_MAG_00189_000000000178.49.1	LHCr
TARA_ANE_2018_MAG_00101_000000000536.29.1	LHCr
TARA_PON_109_MAG_00261_000000018613.1.4	LHCr
TARA_PSE_93_MAG_00258_000000012430.1.2	LHCr
Metagenome_centric_SAG_TOSAG00-1_Gene11222	LHCr
TARA_ION_45_MAG_00177_000000004370.12.2	LHCr
TARA_MED_95_MAG_00396_000000006216.14.1	LHCr
TARA_PSE_93_MAG_00241_000000004397.3.1	LHCr
TARA_AON_82_MAG_00302_000000003559.1.1	LHCr
TARA_AON_82_MAG_00340_000000001420.2.1	LHCr
TARA_PON_109_MAG_00226_000000000953.15.3	LHCr
TARA_PSE_93_MAG_00236_000000000157.38.1	LHCr
TARA_ION_45_MAG_00156_000000000681.9.1	LHCr
TARA_PON_109_MAG_00226_000000000689.2.1	LHCr
TARA_PON_109_MAG_00124_000000000723.42.1	LHCr
TARA_AOS_82_MAG_00131_000000000369.12.1	LHCr
TARA_PSE_93_MAG_00201_000000000278.9.1	LHCr
TARA_PSW_86_MAG_00160_000000000751.1.1	LHCr
TARA_AOS_82_MAG_00185_000000005001.14.2	LHCr
TARA_MED_95_MAG_00425_000000003570.3.1	LHCr
TARA_ARC_108_MAG_00215_000000001128.27.1	LHCr
TARA_MED_95_MAG_00470_000000002756.1.2	LHCr
TARA_ARC_108_MAG_00244_000000010776.1.3	LHCr
TARA_PSW_86_MAG_00260_000000002297.7.1	LHCr
TARA_AOS_82_MAG_00140_000000001164.11.1	LHCr
TARA_MED_95_MAG_00413_000000000208.3.1	LHCr
TARA_SOC_28_MAG_00049_extended_000000231663.2.1	LHCr
Metagenome_centric_SAG_TOSAG41-8_Gene16210	LHCr
TARA_SOC_28_MAG_00049_extended_000000319428.4.1	LHCr
TARA_AOS_82_MAG_00186_000000002163.20.1	LHCr
TARA_PSE_93_MAG_00017_000000000370.94.1	LHCr
TARA_MED_95_MAG_00421_000000001110.243.1	LHCr
TARA_ION_45_MAG_00030_000000000185.122.1	LHCr
TARA_PSE_93_MAG_00090_000000000881.257.1	LHCr
TARA_PSE_93_MAG_00245_000000000147.2.1	LHCr
TARA_ARC_108_MAG_00108_000000005648.16.1	LHCr
TARA_PSW_86_MAG_00303_000000002933.4.1	LHCr
Metagenome_centric_SAG_TOSAG00-18_Gene12306	LHCr
Metagenome_centric_SAG_TOSAG00-18_Gene11722	LHCr
TARA_MED_95_MAG_00407_000000001724.2.1	LHCr
TARA_MED_95_MAG_00409_000000006153.3.1	LHCr
TARA_ION_45_MAG_00030_000000000277.3.1	LHCr
TARA_MED_95_MAG_00421_000000001236.35.1	LHCr
TARA_AOS_82_MAG_00045_000000001559.28.1	LHCr
TARA_PSE_93_MAG_00228_000000001717.1.2	LHCr
TARA_PSE_93_MAG_00182_000000000831.1.2	LHCr
TARA_PSE_93_MAG_00228_000000002575.4.1	LHCr
TARA_AON_82_MAG_00300_000000000468.30.1	LHCr
TARA_IOS_50_MAG_00114_000000000635.32.1	LHCr
TARA_PSE_93_MAG_00201_000000001472.9.1	LHCr
TARA_IOS_50_MAG_00114_000000002144.1.1	LHCr
TARA_MED_95_MAG_00462_000000000592.98.1	LHCr
TARA_PSE_93_MAG_00121_000000001280.7.1	LHCr
TARA_ARC_108_MAG_00209_000000001521.18.1	LHCr
TARA_AON_82_MAG_00338_000000003588.1.1	LHCr
TARA_PSW_86_MAG_00303_000000006569.3.1	LHCr
TARA_AON_82_MAG_00334_000000000732.22.1	LHCr
TARA_PSW_86_MAG_00208_000000000504.7.1	LHCr
TARA_PSE_93_MAG_00141_000000000893.6.1	LHCr
TARA_MED_95_MAG_00467_000000003298.5.1	LHCr
TARA_IOS_50_MAG_00127_000000003202.8.2	LHCr
TARA_PSE_93_MAG_00200_000000001418.1.1	LHCr
TARA_AON_82_MAG_00340_000000002569.27.1	LHCr
TARA_ARC_108_MAG_00221_000000000221.2.1	LHCr
TARA_SOC_28_MAG_00049_extended_000000251858.3.1	LHCr
TARA_ARC_108_MAG_00238_000000000629.24.1	LHCr
TARA_AON_82_MAG_00229_000000000868.10.2	LHCr
TARA_PSW_86_MAG_00160_000000000846.9.3	LHCr
TARA_PSW_86_MAG_00303_000000001346.1.1	LHCr
TARA_PSW_86_MAG_00208_000000000545.66.1	LHCr
TARA_PSE_93_MAG_00141_000000000346.134.2	LHCr
TARA_SOC_28_MAG_00037_000000000650.17.1	LHCr
TARA_PSE_93_MAG_00171_000000002808.45.1	LHCr
TARA_ARC_108_MAG_00217_000000005199.42.1	LHCr
TARA_AON_82_MAG_00297_000000002124.21.1	LHCr
TARA_AON_82_MAG_00118_000000000194.127.1	LHCr
TARA_MED_95_MAG_00409_000000002535.5.1	LHCr
TARA_AON_82_MAG_00300_000000001226.47.1	LHCr
TARA_IOS_50_MAG_00114_000000003368.2.1	LHCr
TARA_PSW_86_MAG_00236_000000003967.4.1	LHCr
TARA_PON_109_MAG_00221_000000002692.1.1	LHCr
TARA_SOC_28_MAG_00037_000000000830.67.1	LHCr
TARA_IOS_50_MAG_00115_000000000110.8.1	LHCr
TARA_PSW_86_MAG_00222_000000001415.5.1	LHCr
TARA_PSE_93_MAG_00213_000000000434.5.1	LHCr
TARA_SOC_28_MAG_00071_000000003213.1.1	LHCr
TARA_ARC_108_MAG_00122_000000003024.6.2	LHCr
TARA_ARC_108_MAG_00137_000000005943.14.1	LHCr
TARA_ARC_108_MAG_00230_000000000467.1.1	LHCr
TARA_PSW_86_MAG_00160_000000001568.11.1	LHCr
TARA_RED_19_MAG_00042_000000003339.6.1	LHCr
TARA_MED_95_MAG_00492_000000006428.1.1	LHCr
TARA_AOS_82_MAG_00129_000000001471.10.1	LHCr
TARA_AON_82_MAG_00189_000000001253.61.2	LHCr
TARA_RED_19_MAG_00043_000000002358.5.2	LHCr
TARA_MED_95_MAG_00462_000000001184.1.2	LHCr
TARA_PSE_93_MAG_00121_000000001392.13.2	LHCr
TARA_PSE_93_MAG_00200_000000001383.5.3	LHCr
TARA_MED_95_MAG_00419_000000000073.16.1	LHCr
TARA_IOS_50_MAG_00114_000000001741.13.1	LHCr
TARA_ARC_108_MAG_00138_000000002081.1.1	LHCr
TARA_AON_82_MAG_00118_000000001155.2.1	LHCr
TARA_PSW_86_MAG_00295_000000000377.14.1	LHCr
TARA_ARC_108_MAG_00303_000000014705.1.1	LHCr
TARA_PSW_86_MAG_00256_000000008398.1.1	LHCr
TARA_RED_2018_MAG_00112_000000000122.4.1	LHCr
TARA_PSE_93_MAG_00228_000000000008.2.4	LHCr
TARA_ARC_108_MAG_00319_000000004501.1.2	LHCr
TARA_MED_95_MAG_00393_000000002580.21.1	LHCr
TARA_IOS_50_MAG_00114_000000002543.6.1	LHCr
TARA_PSW_86_MAG_00303_000000000108.2.3	LHCr
TARA_PSW_86_MAG_00262_000000000115.2.2	LHCr
TARA_AON_82_MAG_00306_000000000987.3.1	LHCr
TARA_ION_45_MAG_00143_000000000044.5.1	LHCr
TARA_PSE_93_MAG_00141_000000001177.25.1	LHCr
TARA_ARC_108_MAG_00222_000000000920.2.2	LHCr
TARA_MED_95_MAG_00424_000000001233.10.1	LHCr
TARA_MED_95_MAG_00399_000000001537.2.1	LHCr
TARA_AON_82_MAG_00229_000000001108.1.2	LHCr
TARA_AOS_82_MAG_00032_000000000112.1.1	LHCr
TARA_PSE_93_MAG_00182_000000000154.2.1	LHCr
TARA_ARC_108_MAG_00138_000000003148.38.1	LHCr
TARA_MED_95_MAG_00394_000000003903.7.1	LHCr
TARA_PSW_86_MAG_00261_000000001965.4.1	LHCr
TARA_AON_82_MAG_00097_000000000602.18.2	LHCr
TARA_MED_95_MAG_00515_000000002881.12.1	LHCr
TARA_MED_95_MAG_00393_000000001386.4.1	LHCr
TARA_ARC_108_MAG_00165_000000002781.9.1	LHCr
TARA_PSW_86_MAG_00303_000000009499.6.1	LHCr
TARA_AON_82_MAG_00159_000000000164.2.1	LHCr
TARA_IOS_50_MAG_00056_000000000719.106.1	LHCr
TARA_MED_95_MAG_00444_000000011791.20.1	LHCr
TARA_MED_95_MAG_00398_000000001436.37.1	LHCr
TARA_ARC_108_MAG_00116_000000002468.20.1	LHCr
TARA_MED_95_MAG_00419_000000003583.10.1	LHCr
TARA_RED_19_MAG_00007_000000000015.224.1	LHCr
TARA_PSW_86_MAG_00160_000000001292.3.1	LHCr
TARA_PSW_86_MAG_00270_000000000010.11.1	LHCr
TARA_AON_82_MAG_00198_000000000156.14.1	LHCr
TARA_SOC_28_MAG_00074_000000007697.2.2	LHCr
TARA_AON_82_MAG_00198_000000000421.1.1	LHCr
TARA_ARC_108_MAG_00262_000000001198.1.1	LHCr
TARA_AON_82_MAG_00355_000000028453.1.3	LHCr
TARA_AOS_82_MAG_00147_000000000929.1.1	LHCr
TARA_MED_95_MAG_00393_000000000256.1.1	LHCr
TARA_SOC_28_MAG_00074_000000008638.5.1	LHCr
TARA_ION_45_MAG_00200_000000000071.86.11	LHCr
TARA_RED_19_MAG_00043_000000000495.4.1	LHCr
TARA_AON_82_MAG_00189_000000001316.4.1	LHCr
TARA_ARC_108_MAG_00262_000000007148.4.1	LHCr
TARA_MED_95_MAG_00470_000000000377.5.2	LHCr
TARA_ARC_108_MAG_00234_000000001948.1.3	LHCr
TARA_AON_82_MAG_00302_000000006540.2.1	LHCr
TARA_PSW_86_MAG_00270_000000000185.1.3	LHCr
TARA_MED_95_MAG_00308_000000001537.78.1	LHCr
TARA_ASE_2018_MAG_00032_000000001024.16.1	LHCr
TARA_MED_95_MAG_00469_000000001271.2.1	LHCr
TARA_MED_95_MAG_00438_000000001949.2.1	LHCr
TARA_PSW_86_MAG_00316_000000034491.1.12	LHCr
TARA_ARC_108_MAG_00234_000000001828.8.1	LHCr
TARA_PSW_86_MAG_00105_000000000027.299.1	LHCr
TARA_AON_82_MAG_00340_000000001035.5.1	LHCr
TARA_AON_82_MAG_00198_000000000745.14.1	LHCr
TARA_PSW_86_MAG_00262_000000007237.13.1	LHCr
TARA_AON_82_MAG_00189_000000001754.15.1	LHCr
TARA_MED_95_MAG_00462_000000001290.16.1	LHCr
TARA_PSE_93_MAG_00121_000000000452.37.1	LHCr
TARA_PSW_86_MAG_00316_000000009262.1.1	LHCr
TARA_AON_82_MAG_00189_000000002120.45.1	LHCr
TARA_AON_82_MAG_00118_000000000703.8.1	LHCr
TARA_ARC_108_MAG_00209_000000000188.4.1	LHCr
TARA_MED_95_MAG_00453_000000009688.4.3	LHCr
TARA_ARC_108_MAG_00108_000000004348.1.1	LHCr
TARA_PON_109_MAG_00222_000000000433.11.2	LHCr
TARA_PSW_86_MAG_00160_000000000346.63.1	LHCr
TARA_AOS_82_MAG_00185_000000006502.37.1	LHCr
TARA_MED_95_MAG_00425_000000004856.37.1	LHCr
TARA_ION_45_MAG_00200_000000000001.414.2	LHCr
TARA_AON_82_MAG_00198_000000000184.15.2	LHCr
TARA_AON_82_MAG_00302_000000002638.1.9	LHCr
TARA_IOS_50_MAG_00142_000000000478.1.2	LHCr
TARA_ARC_108_MAG_00319_000000011427.30.1	LHCr
TARA_AOS_82_MAG_00182_000000001879.2.1	LHCr
TARA_AON_82_MAG_00198_000000000388.6.1	LHCr
TARA_IOS_50_MAG_00056_000000001064.34.1	LHCr
TARA_AOS_82_MAG_00140_000000006610.3.1	LHCr
TARA_SOC_28_MAG_00069_000000001589.3.1	LHCr
TARA_PSW_86_MAG_00253_000000002228.5.1	LHCr
TARA_PSE_93_MAG_00228_000000003011.5.1	LHCr
TARA_AOS_82_MAG_00184_000000012582.3.1	LHCr
TARA_AON_82_MAG_00355_000000003128.50.1	LHCr
TARA_ARC_108_MAG_00319_000000012134.20.1	LHCf
TARA_ARC_108_MAG_00319_000000009023.49.4	LHCf
TARA_AOS_82_MAG_00183_000000003376.2.5	LHCf
TARA_ASW_2018_MAG_00036_000000001698.2.6	LHCf
TARA_PSW_86_MAG_00275_000000001850.3.1	LHCf
TARA_MED_95_MAG_00453_000000000147.2.7	LHCf
TARA_ION_45_MAG_00168_000000003679.4.1	LHCf
TARA_ARC_108_MAG_00289_000000002021.1.5	LHCf
TARA_ION_45_MAG_00154_000000002304.2.3	LHCf
TARA_MED_95_MAG_00430_000000001479.8.1	LHCf
TARA_AOS_82_MAG_00161_000000006849.1.1	LHCf
TARA_AON_82_MAG_00351_000000006016.9.1	LHCf
TARA_PSW_86_MAG_00276_000000005748.2.1	LHCf
TARA_ARC_108_MAG_00219_000000001319.2.1	LHCf
TARA_SOC_28_MAG_00069_000000004484.2.1	LHCf
TARA_SOC_28_MAG_00069_000000002787.1.2	LHCf
TARA_MED_95_MAG_00475_000000002073.2.3	LHCf
TARA_ARC_108_MAG_00138_000000002222.1.1	LHCf
TARA_MED_95_MAG_00394_000000000051.5.1	LHCf
TARA_SOC_28_MAG_00037_000000001202.14.1	LHCf
TARA_ION_45_MAG_00154_000000002644.15.1	LHCf
TARA_MED_95_MAG_00515_000000008302.1.2	LHCf
TARA_AOS_82_MAG_00142_000000001591.37.1	LHCf
TARA_IOS_50_MAG_00134_000000001006.15.1	LHCf
TARA_MED_95_MAG_00439_000000000094.37.1	LHCf
TARA_PSE_93_MAG_00224_000000000428.1.1	LHCf
TARA_MED_95_MAG_00453_000000001955.5.3	LHCf
TARA_AOS_82_MAG_00184_000000004359.1.1	LHCf
TARA_PSE_93_MAG_00267_000000006465.3.1	LHCf
TARA_PSW_86_MAG_00317_000000007628.2.1	LHCf
TARA_IOS_2018_MAG_00068_000000001543.4.1	LHCf
TARA_AON_82_MAG_00355_000000004833.1.2	LHCf
TARA_PSW_86_MAG_00318_000000002648.5.1	LHCf
TARA_PSW_86_MAG_00318_000000004168.1.1	LHCf
TARA_PSW_86_MAG_00302_000000001257.7.1	LHCf
TARA_PON_109_MAG_00231_000000002469.1.1	LHCf
TARA_AOS_82_MAG_00132_000000001842.4.1	LHCf
TARA_PSE_93_MAG_00203_000000002862.14.2	LHCf
TARA_MED_95_MAG_00515_000000007363.7.1	LHCf
TARA_PSE_93_MAG_00219_000000008598.3.2	LHCf
TARA_PSE_93_MAG_00258_000000008165.1.2	LHCf
TARA_AOS_82_MAG_00045_000000001550.18.1	LHCf
TARA_MED_95_MAG_00415_000000000598.36.1	LHCf
Metagenome_centric_SAG_TOSAG41-5_Gene1864	LHCf
TARA_MED_95_MAG_00362_000000000640.2.1	LHCf
Metagenome_centric_SAG_TOSAG00-18_Gene2548	LHCf
TARA_PSE_93_MAG_00267_000000000281.2.5	LHCf
TARA_ION_45_MAG_00152_000000005315.1.2	LHCf
TARA_SOC_28_MAG_00056_000000003677.4.1	LHCf
TARA_IOS_50_MAG_00135_000000000179.32.1	LHCf
TARA_AON_82_MAG_00295_000000001195.6.1	LHCf
TARA_AON_82_MAG_00334_000000003355.1.1	LHCf
TARA_AON_82_MAG_00283_000000002297.3.1	LHCf
TARA_AOS_82_MAG_00141_000000000648.3.2	LHCf
TARA_AON_82_MAG_00341_000000006201.11.1	LHCf
TARA_PSW_86_MAG_00317_000000000538.59.2	LHCf
TARA_PSE_93_MAG_00267_000000001694.3.3	LHCf
TARA_PSW_86_MAG_00283_000000003534.2.1	LHCf
TARA_PSE_93_MAG_00245_000000001372.4.1	LHCf
TARA_IOS_2018_MAG_00068_000000001315.1.5	LHCf
TARA_ARC_108_MAG_00326_000000000260.3.1	LHCf
TARA_ARC_108_MAG_00324_000000003553.1.1	LHCf
TARA_ARC_108_MAG_00323_000000018882.10.4	LHCf
TARA_AON_82_MAG_00356_000000000148.1.1	LHCf
TARA_AOS_82_MAG_00140_000000000372.1.1	LHCf
TARA_ARC_108_MAG_00212_000000003025.8.1	LHCf
TARA_ARC_108_MAG_00230_000000000433.20.1	LHCf
