Genome_Id final names	Genome_Id (beta-version)	Niche_identification	METDB_match_98percent	METDB_taxonomy	Database	Source	RNAPOL_BLAST_IDENTITY	Novelty_Score_Try	Domain	Phytoplankton	Chloroa_b-bind	Photosynthesis_prediction	Functional_group	Domain	Taxa_Super_Groups	Best_taxonomy_KINGDON	Best_taxonomy_PHYLUM	Best_taxonomy_CLASS	Best_taxonomy_ORDER	Best_taxonomy_FAMILY	Best_taxonomy_GENRE	total_length	Estimated_length	num_contigs	N50	GC_content	Taille_des_introns_en_nt	Nombre_de_genes_sans_intron_	Taille_des_CDS_en_nt	contigs_avec_un_gene_min	Nombre_d'exons_par_gene	Taille_des_genes_en_nt	Taille_des_CDS_gene_pluri_en	Nombre_d'exons_/_gene_pluri	Couverture_en_bases_codante	Nombre_de_genes	Nombre_d'introns	ANVIO_completion	ANVIO_redundancy	BUSCO_completion	BUSCO_redundancy	completion_RNApol	Cluster_Size	RNApol_A_I	RNApol_A_II	RNApol_A_III	RNApol_A_total	RNApol_B_I	RNApol_B_II	RNApol_B_III	RNApol_B_total	RNApol_AB_total	Av_norm_Size_01_119_Stations	Av_norm_Size_02_119_Stations	Av_norm_Size_03_119_Stations	Av_norm_Size_04_119_Stations	Cosmopolitan_Score 0.8-2000µm	Average corrected coverage 0.8-2000µm	Cumul_Cov_119_Stations_4_sizes	Cosmopolitan_Score_119_Stations	Arctic_119_Stations	Atlantic_119_Stations	Indian_119_Stations	Mediterranean_119_Stations	Red Sea_119_Stations	Pacific_119_Stations	Southern_119_Stations	Phagocyte-generalist_prediction	Phagocyte-entamoebid_prediction	Phagocyte-rozellid_prediction	Prototrophy_prediction	area_2006	percent_area_2006	area_2090	percent_area_2090	area_2006_no_prob	percent_area_2006_no_prob	area_2090_no_prob	percent_area_2090_no_prob	Diff	Mean_Fe	Mean_NO3	Mean_Phos	Mean_Sal	Mean_Si	Mean_SI_NO3	Mean_T
TARA_AOS_82_MAG_00174	TARA_AOS_82_MAG_00174	Yes			TARA_SMAGs	MAG			Eukarya		0	0.000367505035999	Group_01	Eukarya	Opisthokonta	Animalia	Arthropoda	Hexanauplia	Marine_Hexanauplia_B	Marine_Hexanauplia_B	Marine_Hexanauplia_B	36500956	210988184.971098	11133	3134	35.1301425735829	433.06	6091	602.78	74.5	2	1174.72	781.93	3.1	19.3	11661	11715	8.4	2.4	17.3	0	0	1	0	0	0	0	0	0	0	0	0	0.205194774229118	9.51766571736334	79.369841224308	10.9072982840996	9.23076923076923	0.210744490769231	453.410409305444	35.29411765	40.8388938628294	38.762696117407	0	2.93370378801225	0	4.87753169478122	12.5871745369701	0.018239283310008	0.036030403555834	0.018627637216479	0.00036660679624	79743803.8161467	0.233544502291329	65491292.5953941	0.191803382854307	102820503.994691	0.301128893802799	85245928.1248298	0.249658492616885	-17.8728760589505	0.000945799287903	4.78804330439085	0.548024569696281	34.4530767032078	4.55528932880233	0.337417697300212	9.70705929256621
TARA_AOS_82_MAG_00175	TARA_AOS_82_MAG_00175	Yes			TARA_SMAGs	MAG			Eukarya		0	0.000326810292424	Group_01	Eukarya	Opisthokonta	Animalia	Arthropoda	Hexanauplia	Marine_Hexanauplia_B	Marine_Hexanauplia_B	Marine_Hexanauplia_B	43952115	360263237.704918	10418	4183	35.4866895557766	553.52	5258	640.17	61.2	1.86	1264.92	940.33	3.04	13.3	9114	7853	12.1	2.4	12.2	0	0	1	0	0	0	0	0	0	0	0	0	0	7.95193636981521	77.733582406848	14.3144812233368	2.30769230769231	0.013767430584615	168.952103897617	37.81512605	0	14.9303553724935	10.5216899583933	17.3633883398608	48.734924624393	8.44964170485936	0	0.005038149142768	0.008804794463943	0.002731492230522	0.000205946393465	27920408.4231124	0.08177008841941	27593980.1410084	0.080814082723299	46773920.92891	0.136986092471104	48555764.6297047	0.142204551841596	-1.1691386356433	0.000944688981775	3.67300181436763	0.431859229878885	36.4779606306994	3.84276809708509	0.211791798074944	21.0789750505377
TARA_AOS_82_MAG_00176	TARA_AOS_82_MAG_00176	Yes			TARA_SMAGs	MAG	81.8256666666667	18.1743333333333	Eukarya	Phytoplankton	30	0.801635454527324	Group_04	Eukarya	Stramenopiles	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	28681957	46865942.8104575	6363	4642	39.9606761327523	158.08	7280	1313.13	96.3	1.73	1988.43	1711.49	2.8	55.8	12193	8864	62.7	1.2	61.2	0	100	2	1	1	1	3	1	1	1	3	6	5.67294262901141	93.3726559444722	0.674604121106228	0.27979730541014	4.61538461538462	0.250179769307692	148.546380569499	8.403361345	57.1098919037572	37.0316298838517	0	0	0	0	5.85847821239112	0.000661352497558	0.001462419996332	0.088273765735616	0.628484852090378	9948127.01462332	0.029134932887296	4076700.48412271	0.011939372590632	13535727.3931662	0.03964188521125	5833927.26260974	0.017085736743776	-59.0204218529765	0.000698248126975	8.11546536706962	0.741799223881501	34.6485721881573	5.83776711500608	0.413571674397253	6.83898414556798
TARA_AOS_82_MAG_00177	TARA_AOS_82_MAG_00177	No			TARA_SMAGs	MAG	65.027	34.973	Eukarya		0	0.000482001501896	Group_03	Eukarya	Opisthokonta	Animalia	Chordata	Appendicularia	Copelata	Oikopleuridae	NA	12114305	41773465.5172414	3207	3696	35.6259253091524	158.34	747	941.58	92.5	4.55	1737.32	1062.47	5.2	37.4	4810	17060	13.3	0	29	0	50	1	0	0	1	1	0	1	1	2	3	0	5.42709069607272	10.0698788308409	84.5030304730864	0.769230769230769	0.008526537584615	52.1879876724253	10.92436975	0	45.3130569148799	22.503908114194	0	0	32.1830349709261	0	0.003831913214801	0.056153900279799	0.091309832388605	0.000253320384954																
TARA_AOS_82_MAG_00178	TARA_AOS_82_MAG_00178	Yes			TARA_SMAGs	MAG	62.445	37.555	Eukarya		0	0.000286665131862	Group_02	Eukarya	Alveolata	Chromista	Ciliophora	Oligotrichea	Choreotrichida	New_Choreotrichida_01	New_Choreotrichida_01	10416270	520813500	2883	3505	38.5463532208614	101.52	3646	314.6	68	1.08	469.04	454.45	2.12	11.8	3911	297	1.2	1.2	2	0	33.3333333333333	1	0	1	0	1	0	0	1	1	2	0.190743274638436	4.32399908102229	93.8318401200276	1.65341752431168	0	0	200.879739100465	45.37815126	0	34.1489840518863	14.8276235555138	28.632920832612	14.4777257743306	7.91274578565726	0	0.000145034860411	0.00027176775379	0.006063994941072	0.000106271913467	142956583.185637	0.418674837061113	116777263.412597	0.34200384929614	205654614.247188	0.60229763605219	187225081.826597	0.548323336223801	-18.312776641454	0.00081445404926	2.51801177345915	0.344193487887581	36.0592893303765	3.38231416755252	0.179321475754584	20.7220077133179
TARA_AOS_82_MAG_00179	TARA_AOS_82_MAG_00179	Yes			TARA_SMAGs	MAG	78.923	21.077	Eukarya		0	0.001758384030922	Group_01	Eukarya	Opisthokonta	Animalia	Arthropoda	Hexanauplia	Marine_Hexanauplia_A	Marine_Hexanauplia_A	Marine_Hexanauplia_A	62260828	170577610.958904	15074	4073	43.5366534269199	187.4	21101	488.81	93	2.01	929.5	813.03	3.7	26.4	33644	33881	27.7	9.6	36.5	0.8	50	1	0	1	1	2	0	0	1	1	3	0	10.1078598051701	89.8921401948299	0	0.769230769230769	0.006033809892308	211.992781400209	26.05042017	0	76.311791410862	8.15864869093875	0	0	15.5295598981993	0	0.315996839369404	0.050652515518081	0.236492321919246	0.000617556755077	25421407.2089431	0.074451300415089	9697836.91947483	0.028401911976547	37617037.3344362	0.110168462520299	14774097.9902173	0.043268682917154	-61.8516912153345	0.000646006386358	3.55180755638799	0.475711910227357	35.8037175910417	3.69429001142812	0.17724378560759	21.1015452895054
TARA_AOS_82_MAG_00180	TARA_AOS_82_MAG_00180	Yes			TARA_SMAGs	MAG			Eukarya		0	0.000421827390359	Group_01	Eukarya	Opisthokonta	Animalia	Arthropoda	Hexanauplia	Marine_Hexanauplia_B	Marine_Hexanauplia_B	Marine_Hexanauplia_B	58445344	309234624.338624	17667	3186	34.9656444409408	451.69	11904	511.47	75.6	1.82	1045.43	757.98	3.04	17.4	19893	16299	7.2	1.2	18.9	0.4	0	1	0	0	0	0	0	0	0	0	0	0	15.10657509554	73.6927829197576	11.2006419847025	9.23076923076923	0.146156934384615	498.345471283393	32.77310924	40.2916381290917	45.4544023760347	0	4.76333366450041	0	7.38497199381734	2.10565383655583	0.00649747764424	0.021360307225865	0.008315968516198	0.000381664435663	57828861.927011	0.169362535150137	47316687.4097868	0.138575684659722	84602178.0335956	0.247773151217773	70005901.9821065	0.205025252790313	-18.1780760798857	0.000886488434581	4.43307318414251	0.478199906280049	35.0196902568524	3.96051708168875	0.314801141388449	10.5811252137407
TARA_AOS_82_MAG_00181	TARA_AOS_82_MAG_00181	No			TARA_SMAGs	MAG	67.1806666666667	32.8193333333333	Eukarya	Phytoplankton	20	0.947819544958808	Group_04	Eukarya	Archaeplastida	Plantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	15561846	24938855.7692308	3081	5492	68.6851641753301	212.92	7709	1262.89	100	1.27	1509.31	1331.72	2.25	79.7	9828	2651	74.7	2.4	62.4	0.4	100	1	1	1	1	3	1	1	1	3	6	100	0	0	0	12.3076923076923	0.249507723538462	106.202567484603	13.44537815	0	25.5417639340013	0	70.5863459099983	0	3.87189015600029	0	0.020239455619385	0.063593488512992	0.038422796830202	0.97466445701542																
TARA_AOS_82_MAG_00182	TARA_AOS_82_MAG_00182	Yes			TARA_SMAGs	MAG			Eukarya	Phytoplankton	8	0.007808104825412	Group_06	Eukarya	Haptista	Chromista	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	19027317	322496898.305085	5015	3698	63.7081062643496	157.78	4827	1176.36	100	2.48	1564.77	1462.16	3.87	61.6	9967	14742	1.2	0	5.9	0	0	1	0	0	0	0	0	0	0	0	0	59.8526109048933	0.940917647188531	12.7980366120191	26.4084348358991	8.46153846153846	1.02104540615385	322.619536953108	7.56302521	0	12.0982459205291	0	0	0	0	87.9017540794709	0.033836222985261	0.101606737954982	0.297646416299829	0.001681172407676	68646056.1650816	0.20104269239901	63899725.4498886	0.18714218362537	79938324.3856422	0.234114191814706	75767690.1245157	0.22189971675656	-6.91420742916217	0.000597268401908	19.2628003976284	1.44087538963709	34.1663245567908	40.8208736373828	0.451113359588051	3.93344990355083
TARA_AOS_82_MAG_00183	TARA_AOS_82_MAG_00183	Yes			TARA_SMAGs	MAG	55.1485	44.8515	Eukarya	Phytoplankton	49	0.414408768680894	Group_06	Eukarya	Haptista	Chromista	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	41217481	86773644.2105263	8613	5026	65.6608764952488	148.5	15578	909.31	100	1.93	1295.72	1096.45	3.17	60.4	27383	25587	43.4	6	47.5	0.8	50	1	1	0	1	2	0	0	1	1	3	64.496756559877	0.743446628996322	8.3957134525314	26.3640833585953	9.23076923076923	0.908134566153846	285.370255887302	7.56302521	0	12.3924153613659	0	0	0	0	87.6075846386341	0.648801186488786	0.917769250679651	0.904133372142821	0.861890681170765	68013936.3196912	0.199191412329395	60173924.6077194	0.176230485641572	78915912.5078643	0.231119869225293	69785027.0936715	0.204378379761694	-11.5270665634186	0.000609556190436	18.3231409935724	1.37248994551954	34.240436226981	38.2358158068998	0.454404235700256	4.22859567634407
TARA_AOS_82_MAG_00184	TARA_AOS_82_MAG_00184	Yes			TARA_SMAGs	MAG	64.717	35.283	Eukarya	Phytoplankton	77	0.748169528054836	Group_06	Eukarya	Haptista	Chromista	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	New_Chrysochromulinaceae_01	76430191	124276733.333333	15579	5206	62.6678381805102	174.84	17343	1508.64	99.9	2	1735.41	1911.31	3.14	64.4	32615	32617	45.8	3.6	61.5	0.4	50	1	1	0	1	2	1	0	0	1	3	47.1404580441204	52.8595419558796	0	0	4.61538461538462	0.143430936153846	26.8936459938979	5.042016807	9.51156350379746	87.4920308515864	0	0	0	2.99640564461619	0	0.999203927700445	0.994228720374845	0.937009573072051	0.958888569484242	5582515.81676131	0.016349431749768	3493403.99102324	0.010231080752896	7665957.05338929	0.022451175375936	4793568.63241688	0.014038853765218	-37.4224076439803	0.000529268133493	11.0854729739102	0.621281423351982	34.631588675759	3.37143340977756	0.640582460358895	10.9708865772594
TARA_AOS_82_MAG_00185	TARA_AOS_82_MAG_00185	Yes			TARA_SMAGs	MAG	48.748	51.252	Eukarya	Phytoplankton	27	0.909972374780393	Group_06	Eukarya	Stramenopiles	Chromista	Ochrophyta	Dictyochophyceae	Pedinellales	Pedinellaceae	NA	54476297	82665094.0819423	9518	6407	58.7677641580433	146.78	12703	1799.93	99.9	1.84	2012.67	2432.85	3.07	70.8	21421	18044	60.2	14.5	65.9	1.2	66.6666666666667	6	1	1	0	2	1	0	1	2	4	99.4580211079788	0	0	0.541978892021178	19.2307692307692	0.304821224153846	126.797832826266	41.17647059	0	18.9287451695483	5.04832143614723	46.0285020457865	16.1186397057593	13.8757916427587	0	0.999560914231861	0.997092450172815	0.618426845475244	0.852918529632015	43902701.5397671	0.128577194586667	25279087.5957413	0.074034491062626	69240346.1063826	0.202783180586379	43530056.0157199	0.127485833135621	-42.4202003313088	0.000857044211706	1.83548372969146	0.270063419324313	36.4099579568495	2.26684129941808	0.150080518352525	18.7408726884608
TARA_AOS_82_MAG_00186	TARA_AOS_82_MAG_00186	No			TARA_SMAGs	MAG	92.15	7.85000000000001	Eukarya	Phytoplankton	14	0.991097131524312	Group_04	Eukarya	Archaeplastida	Plantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	11913442	20540417.2413793	2670	4546	47.9478449458423	195.97	6235	1275.42	100	1.19	1569.09	1330.99	2.34	78.1	7296	1419	73.5	2.4	58	0.8	100	1	1	1	1	3	1	1	1	3	6	98.3621282596552	0	1.63787174034483	0	19.2307692307692	0.508614684	273.154534180802	40.33613445	0	27.5004742128925	31.7971097104104	2.90894888073991	32.7193070916756	5.07416010428164	0	0.004167460707172	0.002537269770211	0.024795405779055	0.891793972361916																
TARA_AOS_82_MAG_00188	TARA_AOS_82_MAG_00188	Yes			TARA_SMAGs	MAG			Eukarya		0	0.001827361048907	Group_01	Eukarya	Opisthokonta	Animalia	Arthropoda	Hexanauplia	Marine_Hexanauplia_B	Marine_Hexanauplia_B	Marine_Hexanauplia_B	30127532	233546759.689923	8284	3535	32.6391085698865	279.45	8066	509.13	89.8	2.09	1014.94	856.5	3.72	22.8	13493	14736	4.8	2.4	12.9	0.4	0	1	0	0	0	0	0	0	0	0	0	0	4.6460224276303	93.9859210677004	1.36805650466936	2.30769230769231	0.018469076469231	179.29337856151	47.89915966	0	23.6528943202993	12.4462207447583	29.8754876709295	12.499437073172	21.5259601908409	0	0.04505280712607	0.153923010568835	0.174004942200769	0.000510350118306	50412798.4526928	0.147643219414162	39494332.804748	0.115666470080593	73566096.0943593	0.215451940786331	62110656.6019745	0.181902564073056	-21.6581225067094	0.000854747134347	3.28977309691129	0.427510783111336	36.3298170882741	3.51631424106544	0.174953693152956	20.3730472202369
TARA_ARC_108_MAG_00063	TARA_ARC_108_MAG_00063	Yes			TARA_SMAGs	MAG	73.5696666666667	26.4303333333333	Eukarya	Phytoplankton	24	0.999546528362199	Group_04	Eukarya	Archaeplastida	Plantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	19309297	21992365.6036446	380	95565	56.5839379374458	205.53	7514	1527.43	100	1.37	1715.19	1744.53	2.31	82.6	10447	3836	96.4	6	87.8	0.4	100	2	1	1	1	3	1	1	1	3	6	69.43137668496	30.025411169769	0.543212145270959	0	11.5384615384615	0.870905346923077	124.01473238513	10.08403361	80.7187569965248	19.2812430034752	0	0	0	0	0	0.068850605935289	0.082051836930338	0.167059302127666	0.989646809000096	43167145.1767609	0.12642298151324	36815057.8374947	0.107819716994028	54796679.8874117	0.16048222832495	47977693.9734163	0.140511564835065	-14.7150971259634	0.000972720818419	5.44448297884729	0.701678261326419	33.2155410342746	4.47065375910865	0.526945045480115	4.27565073553059
TARA_ARC_108_MAG_00100	TARA_ARC_108_MAG_00100	Yes	METDB_00251	Micromonas polaris	TARA_SMAGs	MAG	71.632	28.368	Eukarya	Phytoplankton	36	0.99932939541482	Group_04	Eukarya	Archaeplastida	Plantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	22042985	25781269.005848	1020	37992	59.3697186236277	159.08	6118	1455.86	100	2	2302.31	1891.86	3.1	77.3	11700	11741	94	10.8	85.5	0.4	100	1	1	1	1	3	1	1	1	3	6	55.403104754287	43.4997619254703	0.802883346224678	0.294249974018018	19.2307692307692	11.7468587307692	1253.89265110873	15.12605042	99.2509455329156	0	0	0	0	0	0.749054467084389	0.053348962547771	0.060356535230843	0.118145594303208	0.990337096542022	17135853.7541383	0.050185522195229	15123085.3091144	0.044290756931654	22021815.9792371	0.064494967712849	20072478.9536946	0.058785973112115	-11.7459478465604	0.001308463539564	5.77950021429704	0.784726460297138	32.5561374859932	14.5978086803204	0.342806320372484	0.26617079681884
TARA_ARC_108_MAG_00108	TARA_ARC_108_MAG_00108	No			TARA_SMAGs	MAG	59.5126666666667	40.4873333333333	Eukarya	Phytoplankton	42	0.984305209129489	Group_04	Eukarya	Stramenopiles	Chromista	Bacillariophyta	Mediophyceae	Chaetocerotales	Leptocylindraceae	Leptocylindrus	40473145	48880609.9033816	7090	6501	43.2458455696844	136.46	11293	1099.89	97.8	1.75	1493.45	1733.25	2.9	50.6	18606	13871	91.6	9.6	82.8	1.6	100	1	1	1	1	3	1	1	1	3	6	0	34.034688407678	63.9962847728243	1.96902681949771	1.53846153846154	0.092766735538462	69.3666232263393	2.521008403	100	0	0	0	0	0	0	0.011088399483899	0.046723822882639	0.161129860598451	0.931339669208201																
TARA_ARC_108_MAG_00116	TARA_ARC_108_MAG_00116	Yes			TARA_SMAGs	MAG	71.6526666666667	28.3473333333333	Eukarya	Phytoplankton	77	0.990890064233833	Group_04	Eukarya	Stramenopiles	Chromista	Bacillariophyta	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	32722577	39711865.2912621	3326	13011	42.3468261144311	127.37	11005	1204.39	99.8	1.54	1725.78	1714.57	2.57	61.7	16778	9082	91.6	10.8	82.4	1.6	100	1	1	1	1	3	1	1	1	3	6	1.89827728438404	94.124735414268	3.54592895825071	0.431058343097303	13.0769230769231	1.93151495769231	274.638449166152	11.76470588	100	0	0	0	0	0	0	0.020474586275694	0.031585201718239	0.199102984370479	0.963301577623303	9988733.69983277	0.029253857087461	9089423.50287928	0.026620060575355	12150455.1307473	0.035584858764273	10642513.3870455	0.031168572016414	-9.00324529593339	0.001395386498075	2.25326655722327	0.639243230223656	32.1374592251248	4.78375227252642	0.317330404670134	0.32627411890361
TARA_ARC_108_MAG_00122	TARA_ARC_108_MAG_00122	Yes			TARA_SMAGs	MAG	86.4673333333333	13.5326666666667	Eukarya	Phytoplankton	54	0.96546741121064	Group_04	Eukarya	Stramenopiles	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	35575995	44862540.9836066	4966	8878	37.6395348323588	161.74	7942	1307.52	97.4	1.8	1661.86	1682.13	2.69	55.3	15043	12027	85.5	6	79.3	0.4	100	1	1	1	1	3	1	1	1	3	6	39.5594594637769	53.2471274832162	7.19341305300687	0	3.84615384615385	0.081033530076923	40.1274876500292	6.722689076	14.2943478017933	0	0	0	0	0	85.7056521982067	0.001688169241145	0.002601464977718	0.165137840788902	0.896214879517357	1468787.24243718	0.004301615537399	964469.41780335	0.002824627361336	2005475.90284154	0.005873407702826	1391948.99089096	0.004076580483194	-34.3356621069918	0.001476831951683	7.19369090687146	0.82227550311522	32.6442611000755	18.5967359434475	0.402353803564902	-0.356077277524904
TARA_ARC_108_MAG_00123	TARA_ARC_108_MAG_00123	Yes			TARA_SMAGs	MAG	66.066	33.934	Eukarya	Phytoplankton	64	0.871676872612377	Group_06	Eukarya	Stramenopiles	Chromista	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	NA	24697883	35587727.665706	1951	18288	65.6846411508399	180.97	13265	1220.04	100	1.18	1429.54	1573.91	2.25	76.3	15451	2729	85.5	6	69.4	0	50	1	1	1	1	3	0	0	0	0	3	59.8230746625647	40.1769253374353	0	0	3.84615384615385	0.134570487461538	13.7918986821664	3.361344538	80.8870647171925	19.1129352828075	0	0	0	0	0	0.119058124314729	0.195946814786113	0.425136701337226	0.936658743821508	19312043.1277282	0.056558895922403	12906408.2954178	0.037798807649952	28753261.4008062	0.084209252653484	20082148.4665858	0.058814292071928	-33.1691203770832	0.000726254239851	7.4272306919098	0.822248303890229	33.8564334869385	5.59998269081115	0.503034692991441	5.39373430013657
TARA_ARC_108_MAG_00137	TARA_ARC_108_MAG_00137	No			TARA_SMAGs	MAG	85.9915	14.0085	Eukarya	Phytoplankton	54	0.92119895041128	Group_04	Eukarya	Stramenopiles	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	New_Bacillariaceae_02	40678489	57618256.3739377	7917	5534	42.5250120838424	185.07	13056	1171.99	98.6	1.45	1424.24	1587.32	2.51	53.3	18498	8240	83.1	4.8	70.6	0.4	83.3333333333333	1	1	0	1	2	1	1	1	3	5	0	31.248488685238	60.5440163019468	8.20749501281522	1.53846153846154	0.018982514323077	21.5358564572052	2.521008403	100	0	0	0	0	0	0	0.004451644781822	0.003411151971998	0.225800047751326	0.86947697758996																
TARA_ARC_108_MAG_00138	TARA_ARC_108_MAG_00138	Yes			TARA_SMAGs	MAG	78.2805	21.7195	Eukarya	Phytoplankton	47	0.978728191363278	Group_04	Eukarya	Stramenopiles	Chromista	Bacillariophyta	Mediophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema	29129855	35053977.1359807	3476	10535	44.6585413687599	126.19	9981	1452.32	100	1.51	1713.79	1876.37	2.56	73.5	14751	7461	94	15.7	83.1	2	83.3333333333333	1	1	0	1	2	1	1	1	3	5	2.73217119101915	96.3842013165805	0.883627492400387	0	5.38461538461539	0.125641967923077	38.9560813124542	8.403361345	100	0	0	0	0	0	0	0.017520474602091	0.079363936982208	0.228095479884011	0.940168747265566	7920907.29381199	0.023197844385428	8125671.23003097	0.023797533505874	10244376.2272552	0.030002553587681	10346832.4304205	0.030302615559017	2.58510709220076	0.001530812228098	2.13976469229568	0.532109952559977	31.6182494885994	5.56883660049149	0.332544091868037	0.600256221764016
TARA_ARC_108_MAG_00147	TARA_ARC_108_MAG_00147	Yes			TARA_SMAGs	MAG	52.2723333333333	47.7276666666667	Eukarya		0	0.018906727872422	Group_05	Eukarya	Stramenopiles	Chromista	Heterokontophyta	Oomycota	New_Oomycota	New_Oomycota	New_Oomycota	55407913	80185112.8798842	10499	5722	67.5373057183691	160.69	16174	887.5	90.8	1.49	995.03	1360.46	2.6	37.3	23275	11384	83.1	6	69.1	0.4	100	1	1	1	1	3	1	1	1	3	6	19.6957714962918	80.3042285037082	0	0	13.8461538461538	0.168876725692308	16.6203841678715	11.76470588	63.0832810752721	11.9626294427291	0	0	0	0	24.9540894819989	0.999600706546936	0.997333359862075	0.967319991185877	0.8094650546515	13813865.3010031	0.040456463600361	10927551.037234	0.032003357579203	18274817.5274944	0.053521188602485	16232683.1681543	0.047540419818697	-20.8943275533422	0.001034790531363	6.67810377666244	0.805831848885174	33.2963737346508	10.1733153603695	0.443114869403826	2.28231573898207
TARA_ARC_108_MAG_00165	TARA_ARC_108_MAG_00165	No			TARA_SMAGs	MAG	71.8533333333333	28.1466666666667	Eukarya	Phytoplankton	40	0.969153366437408	Group_04	Eukarya	Stramenopiles	Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedropsis	39329959	51479003.9267016	7674	5575	47.3284660557013	128.59	16353	992.7	99.2	1.36	1380.81	1445.89	2.4	55.8	22108	8058	83.1	9.6	76.4	0	100	1	1	1	1	3	1	1	1	3	6	0	13.5745503417652	58.979665235155	27.4457844230798	1.53846153846154	0.178033591307692	290.490440124791	1.680672269	100	0	0	0	0	0	0	0.00555879753649	0.006171452948029	0.280748251294455	0.974447270447338																
TARA_ARC_108_MAG_00187	TARA_ARC_108_MAG_00187	No			TARA_SMAGs	MAG	79.8913333333334	20.1086666666666	Eukarya	Phytoplankton	36	0.879586735994079	Group_04	Eukarya	Stramenopiles	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	41050103	63446836.1669243	8306	5215	39.7411250587205	164.72	10849	1193.9	94.2	1.65	1801.53	1675.77	2.81	49.2	16926	11013	71.1	0	64.7	0	100	1	1	1	1	3	1	1	1	3	6	4.76699544441706	94.2110252745592	0.72330826661809	0.298671014405651	5.38461538461539	0.319764868076923	183.078510180596	8.403361345	61.7189122196178	32.7219198002252	0	0	0	0	5.55916798015707	0.001150091916672	0.001236641973242	0.074233156843445	0.431530880636709																
TARA_ARC_108_MAG_00188	TARA_ARC_108_MAG_00188	Yes			TARA_SMAGs	MAG	49.8953333333333	50.1046666666667	Eukarya		0	0.018934024311505	Group_05	Eukarya	Stramenopiles	Chromista	MAST-4	New_MAST-4	New_MAST-4	New_MAST-4	New_MAST-4	44642736	58663253.6136662	5856	9719	41.7312510729518	175.88	13971	853.94	96	1.52	1038.44	1587.53	2.75	38	19890	10344	86.8	15.7	76.1	2	100	1	1	1	1	3	1	1	1	3	6	51.3427904030334	48.6572095969667	0	0	11.5384615384615	0.321216061769231	33.5707448575732	7.56302521	100	0	0	0	0	0	0	0.999905472573755	0.999099212178611	0.966671591306246	0.796562729140295	6170414.93552206	0.018071203229406	2338119.09477548	0.006847614913707	8745301.97614545	0.025612236934611	3397621.5677798	0.009950564182402	-62.1075872658854	0.001385038326874	3.66302875855139	0.786382170660155	32.0302339281355	7.96629316891941	0.416064281547771	0.623993906059435
TARA_ARC_108_MAG_00189	TARA_ARC_108_MAG_00189	No			TARA_SMAGs	MAG	69.8093333333333	30.1906666666667	Eukarya	Phytoplankton	52	0.985410907679324	Group_04	Eukarya	Stramenopiles	Chromista	Bacillariophyta	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	34156899	41654754.8780488	4441	10176	41.81136078782	107.11	9757	1302.6	98.9	1.77	1666.88	1779.99	2.86	63.5	16664	12867	81.9	10.8	82	1.2	100	1	1	1	1	3	1	1	1	3	6	0	22.7361277045122	67.3191384082132	9.94473388727455	2.30769230769231	0.035240476153846	35.17125486128	3.361344538	96.637551039227	0	0	0	0	3.36244896077301	0	0.075659632252633	0.049861190145466	0.180174893799742	0.935539386556693																
TARA_ARC_108_MAG_00209	TARA_ARC_108_MAG_00209	Yes	METDB_00264	Minutocellus polymorphus	TARA_SMAGs	MAG	71.359	28.641	Eukarya	Phytoplankton	33	0.949842156014545	Group_04	Eukarya	Stramenopiles	Chromista	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	27486254	37498300.1364256	4714	6649	53.8144167323507	177.14	10297	1413.16	100	1.42	1611.91	1974.05	2.43	75.1	14602	6160	75.9	8.4	73.3	0.4	100	1	1	1	1	3	1	1	1	3	6	33.2865180168088	61.5365025263171	5.17697945687417	0	9.23076923076923	0.240617028769231	48.7197054935169	11.76470588	65.2257975074837	34.7742024925163	0	0	0	0	0	0.017627956562456	0.034081419277312	0.217027283816322	0.975217088390636	8269438.55192165	0.024218582741425	7427791.18816099	0.021753662518563	12433683.519413	0.03641434556952	10962166.310881	0.032104734820677	-10.1778054033075	0.001054780430294	3.87728842071913	0.551702243103473	34.0824498777036	3.96997695719754	0.351362888927376	6.12586395594258
